"RefSeq.accession.number","Gene.Name","ensembl_gene_id"
"NM_014758","SNX19 ","ENSG00000120451"
"NM_014760","TATDN2 ","ENSG00000157014"
"NM_014763","MRPL19 ","ENSG00000115364"
"NM_014765","TOMM20 ","ENSG00000173726"
"NM_014771","RNF40 ","ENSG00000103549"
"NM_014773","KIAA0141 ","ENSG00000081791"
"NM_014774","EFCAB14 ","ENSG00000159658"
"NM_014781","RB1CC1 ","ENSG00000023287"
"NM_014784","ARHGEF11 ","ENSG00000132694"
"NM_014789","ZNF623 ","ENSG00000183309"
"NM_014789","ZNF623 ","ENSG00000276340"
"NM_014798","PLEKHM1 ","ENSG00000276358"
"NM_014798","PLEKHM1 ","ENSG00000225190"
"NM_014798","PLEKHM1 ","ENSG00000277111"
"NM_014803","ZNF518A ","ENSG00000177853"
"NM_014805","EPM2AIP1 ","ENSG00000178567"
"NM_014814","PSMD6 ","ENSG00000163636"
"NM_014815","MED24 ","ENSG00000008838"
"NM_014820","TOMM70A ","ENSG00000154174"
"NM_014827","ZC3H11A ","ENSG00000058673"
"NM_014828","TOX4 ","ENSG00000092203"
"NM_014829","DDX46 ","ENSG00000145833"
"NM_014830","ZBTB39 ","ENSG00000166860"
"NM_014835","OSBPL2 ","ENSG00000130703"
"NM_014838","ZBED4 ","ENSG00000100426"
"NM_014846","KIAA0196 ","ENSG00000164961"
"NM_014847","UBAP2L ","ENSG00000143569"
"NM_014860","SUPT7L ","ENSG00000119760"
"NM_014864","FAM20B ","ENSG00000116199"
"NM_014866","SEC16A ","ENSG00000148396"
"NM_014868","RNF10 ","ENSG00000022840"
"NM_014872","ZBTB5 ","ENSG00000168795"
"NM_014877","HELZ ","ENSG00000198265"
"NM_014885","ANAPC10 ","ENSG00000164162"
"NM_014886","NSA2 ","ENSG00000164346"
"NM_014887","N4BP2L2 ","ENSG00000244754"
"NM_014889","PITRM1 ","ENSG00000107959"
"NM_014891","PDAP1 ","ENSG00000106244"
"NM_014892","SCAF8 ","ENSG00000213079"
"NM_014908","DOLK ","ENSG00000175283"
"NM_014910","ZNF507 ","ENSG00000168813"
"NM_014920","ICK ","ENSG00000112144"
"NM_014923","FNDC3A ","ENSG00000102531"
"NM_014925","R3HDM2 ","ENSG00000179912"
"NM_014929","FASTKD2 ","ENSG00000118246"
"NM_014933","SEC31A ",NA
"NM_014939","TRAPPC8 ","ENSG00000153339"
"NM_014941","MORC2 ","ENSG00000133422"
"NM_014943","ZHX2 ","ENSG00000178764"
"NM_014948","UBOX5 ","ENSG00000185019"
"NM_014950","ZBTB1 ","ENSG00000126804"
"NM_014952","BAHD1 ","ENSG00000140320"
"NM_014953","DIS3 ","ENSG00000083520"
"NM_014955","METTL13 ","ENSG00000010165"
"NM_014966","DHX30 ","ENSG00000132153"
"NM_014972","TCF25 ","ENSG00000141002"
"NM_014977","ACIN1 ","ENSG00000100813"
"NM_014982","PCNX ","ENSG00000100731"
"NM_014983","HMGXB3 ","ENSG00000113716"
"NM_014999","RAB21 ","ENSG00000080371"
"NM_015001","SPEN ","ENSG00000065526"
"NM_015004","EXOSC7 ","ENSG00000075914"
"NM_015012","TMEM41B ","ENSG00000166471"
"NM_015014","RBM34 ","ENSG00000188739"
"NM_015017","USP33 ","ENSG00000077254"
"NM_015023","WDTC1 ","ENSG00000142784"
"NM_015024","XPO7 ","ENSG00000130227"
"NM_015026","MON2 ","ENSG00000061987"
"NM_015035","ZHX3 ","ENSG00000174306"
"NM_015037","ZSWIM8 ","ENSG00000214655"
"NM_015038","KIAA0754 ",NA
"NM_015043","TBC1D9B ","ENSG00000197226"
"NM_015043","TBC1D9B ","ENSG00000284400"
"NM_015045","WAPAL ","ENSG00000062650"
"NM_015047","EMC1 ","ENSG00000127463"
"NM_015050","FTSJD2 ","ENSG00000137200"
"NM_015051","ERP44 ","ENSG00000023318"
"NM_015054","UHRF1BP1L ","ENSG00000111647"
"NM_015070","ZC3H13 ","ENSG00000123200"
"NM_015083","CDK12 ","ENSG00000167258"
"NM_015084","MRPS27 ","ENSG00000113048"
"NM_015093","TAB2 ","ENSG00000055208"
"NM_015099","CAMTA2 ","ENSG00000108509"
"NM_015104","ATG2A ","ENSG00000110046"
"NM_015110","SMC5 ","ENSG00000198887"
"NM_015115","DCUN1D4 ","ENSG00000109184"
"NM_015117","ZC3H3 ","ENSG00000014164"
"NM_015124","GRAMD4 ","ENSG00000075240"
"NM_015125","CIC ","ENSG00000079432"
"NM_015127","CLCC1 ","ENSG00000121940"
"NM_015131","WDR43 ","ENSG00000163811"
"NM_015132","SNX13 ","ENSG00000071189"
"NM_015137","EFR3A ","ENSG00000132294"
"NM_015143","METAP1 ","ENSG00000164024"
"NM_015160","PMPCA ","ENSG00000165688"
"NM_015167","JMJD6 ","ENSG00000070495"
"NM_015169","RRS1 ","ENSG00000179041"
"NM_015173","TBC1D1 ","ENSG00000065882"
"NM_015176","FBXO28 ","ENSG00000143756"
"NM_015190","DNAJC9 ","ENSG00000213551"
"NM_015219","EXOC7 ","ENSG00000182473"
"NM_015235","CSTF2T ","ENSG00000177613"
"NM_015246","MGRN1 ","ENSG00000102858"
"NM_015251","ATMIN ","ENSG00000291953"
"NM_015251","ATMIN ","ENSG00000166454"
"NM_015255","UBR2 ","ENSG00000024048"
"NM_015269","ZCCHC11 ","ENSG00000134744"
"NM_015274","MAN2B2 ","ENSG00000013288"
"NM_015276","USP22 ","ENSG00000124422"
"NM_015299","KHNYN ","ENSG00000100441"
"NM_015315","LARP1 ","ENSG00000155506"
"NM_015317","PUM2 ","ENSG00000055917"
"NM_015323","UFL1 ","ENSG00000014123"
"NM_015324","RRP8 ","ENSG00000132275"
"NM_015325","KIAA0947 ","ENSG00000164151"
"NM_015327","SMG5 ","ENSG00000198952"
"NM_015330","SPECC1L ","ENSG00000100014"
"NM_015331","NCSTN ","ENSG00000162736"
"NM_015339","ADNP ","ENSG00000101126"
"NM_015340","LARS2 ","ENSG00000011376"
"NM_015342","PPWD1 ","ENSG00000113593"
"NM_015348","TMEM131 ","ENSG00000075568"
"NM_015348","TMEM131 ","ENSG00000291574"
"NM_015352","POFUT1 ","ENSG00000101346"
"NM_015355","SUZ12 ","ENSG00000178691"
"NM_015356","SCRIB ","ENSG00000274287"
"NM_015356","SCRIB ","ENSG00000180900"
"NM_015360","SKIV2L2 ","ENSG00000039123"
"NM_015367","BCL2L13 ","ENSG00000099968"
"NM_015368","PANX1 ","ENSG00000110218"
"NM_015374","SUN2 ","ENSG00000100242"
"NM_015380","SAMM50 ","ENSG00000100347"
"NM_015384","NIPBL ","ENSG00000164190"
"NM_015386","COG4 ","ENSG00000103051"
"NM_015387","MOB4 ","ENSG00000115540"
"NM_015388","YIPF3 ","ENSG00000137207"
"NM_015391","ANAPC13 ","ENSG00000129055"
"NM_015397","DCAF12 ","ENSG00000198876"
"NM_015399","BRMS1 ","ENSG00000174744"
"NM_015407","ABHD14A ","ENSG00000248487"
"NM_015412","C3orf17 ","ENSG00000163608"
"NM_015415","MPC2 ","ENSG00000143158"
"NM_015416","LETMD1 ","ENSG00000050426"
"NM_015420","DCAF13 ","ENSG00000164934"
"NM_015421","TMEM186 ","ENSG00000184857"
"NM_015423","AASDHPPT ","ENSG00000149313"
"NM_015436","RCHY1 ","ENSG00000163743"
"NM_015449","C1orf43 ","ENSG00000143612"
"NM_015453","THUMPD3 ","ENSG00000134077"
"NM_015454","LARP7 ","ENSG00000174720"
"NM_015456","NELFB ","ENSG00000188986"
"NM_015457","ZDHHC5 ","ENSG00000156599"
"NM_015462","NOL11 ","ENSG00000130935"
"NM_015466","PTPN23 ","ENSG00000076201"
"NM_015473","HEATR5A ","ENSG00000129493"
"NM_015475","FAM98A ","ENSG00000119812"
"NM_015483","KBTBD2 ","ENSG00000170852"
"NM_015484","SYF2 ","ENSG00000117614"
"NM_015485","RWDD3 ","ENSG00000122481"
"NM_015491","PNISR ","ENSG00000132424"
"NM_015496","KIAA1429 ","ENSG00000164944"
"NM_015509","NECAP1 ","ENSG00000089818"
"NM_015510","DHRS7B ","ENSG00000109016"
"NM_015511","AAR2 ","ENSG00000131043"
"NM_015513","CRELD1 ","ENSG00000163703"
"NM_015514","NGDN ","ENSG00000129460"
"NM_015517","HINFP ","ENSG00000172273"
"NM_015525","IBTK ","ENSG00000283068"
"NM_015525","IBTK ","ENSG00000005700"
"NM_015528","RNF167 ","ENSG00000108523"
"NM_015530","GORASP2 ","ENSG00000115806"
"NM_015534","ZZZ3 ","ENSG00000036549"
"NM_015542","UPF2 ","ENSG00000151461"
"NM_015545","PTCD1 ","ENSG00000106246"
"NM_015554","GLCE ","ENSG00000138604"
"NM_015560","OPA1 ","ENSG00000198836"
"NM_015571","SENP6 ","ENSG00000112701"
"NM_015578","LSM14A ","ENSG00000257103"
"NM_015578","LSM14A ","ENSG00000262860"
"NM_015584","POLDIP2 ","ENSG00000004142"
"NM_015590","GPATCH4 ","ENSG00000160818"
"NM_015600","ABHD12 ","ENSG00000100997"
"NM_015601","HERC4 ","ENSG00000148634"
"NM_015607","CHTOP ","ENSG00000160679"
"NM_015610","WIPI2 ","ENSG00000157954"
"NM_015629","PRPF31 ","ENSG00000277154"
"NM_015629","PRPF31 ","ENSG00000277707"
"NM_015629","PRPF31 ","ENSG00000276421"
"NM_015629","PRPF31 ","ENSG00000105618"
"NM_015629","PRPF31 ","ENSG00000277953"
"NM_015629","PRPF31 ","ENSG00000274651"
"NM_015629","PRPF31 ","ENSG00000274144"
"NM_015629","PRPF31 ","ENSG00000274894"
"NM_015629","PRPF31 ","ENSG00000275117"
"NM_015629","PRPF31 ","ENSG00000275885"
"NM_015631","TCTN3 ","ENSG00000119977"
"NM_015633","FGFR1OP2 ","ENSG00000111790"
"NM_015635","GAPVD1 ","ENSG00000165219"
"NM_015636","EIF2B4 ","ENSG00000115211"
"NM_015638","TRPC4AP ","ENSG00000100991"
"NM_015640","SERBP1 ","ENSG00000142864"
"NM_015649","IRF2BP1 ","ENSG00000170604"
"NM_015652","C10orf12 ",NA
"NM_015658","NOC2L ","ENSG00000188976"
"NM_015659","RSL1D1 ","ENSG00000171490"
"NM_015665","AAAS ","ENSG00000291836"
"NM_015665","AAAS ","ENSG00000094914"
"NM_015666","GTPBP5 ","ENSG00000101181"
"NM_015670","SENP3 ","ENSG00000161956"
"NM_015676","TMEM251 ","ENSG00000275947"
"NM_015676","TMEM251 ","ENSG00000153485"
"NM_015679","TRUB2 ","ENSG00000167112"
"NM_015684","ATP5S ","ENSG00000125375"
"NM_015694","ZNF777 ","ENSG00000196453"
"NM_015695","BRPF3 ","ENSG00000096070"
"NM_015697","COQ2 ","ENSG00000173085"
"NM_015698","GPKOW ","ENSG00000292204"
"NM_015698","GPKOW ","ENSG00000068394"
"NM_015700","NFU1 ","ENSG00000169599"
"NM_015701","ERLEC1 ","ENSG00000068912"
"NM_015702","MMADHC ","ENSG00000168288"
"NM_015703","RRP7A ","ENSG00000189306"
"NM_015704","DESI1 ","ENSG00000100418"
"NM_015705","SGSM3 ","ENSG00000100359"
"NM_015723","PNPLA8 ","ENSG00000135241"
"NM_015726","DCAF8 ","ENSG00000132716"
"NM_015836","WARS2 ","ENSG00000116874"
"NM_015859","GTF2A1 ","ENSG00000165417"
"NM_015871","ZNF593 ","ENSG00000142684"
"NM_015878","AZIN1 ","ENSG00000155096"
"NM_015884","MBTPS2 ","ENSG00000012174"
"NM_015885","PCF11 ","ENSG00000165494"
"NM_015891","CDC40 ","ENSG00000168438"
"NM_015898","ZBTB7A ","ENSG00000178951"
"NM_015904","EIF5B ","ENSG00000158417"
"NM_015907","LAP3 ","ENSG00000002549"
"NM_015911","ZNF691 ","ENSG00000164011"
"NM_015913","TXNDC12 ","ENSG00000117862"
"NM_015914","TXNDC11 ","ENSG00000153066"
"NM_015918","POP5 ","ENSG00000167272"
"NM_015919","ZNF226 ","ENSG00000167380"
"NM_015920","RPS27L ","ENSG00000185088"
"NM_015921","CUTA ","ENSG00000112514"
"NM_015921","CUTA ","ENSG00000226492"
"NM_015922","NSDHL ","ENSG00000292192"
"NM_015922","NSDHL ","ENSG00000147383"
"NM_015926","TEX264 ","ENSG00000164081"
"NM_015929","LIPT1 ","ENSG00000144182"
"NM_015932","POMP ","ENSG00000132963"
"NM_015934","NOP58 ","ENSG00000055044"
"NM_015937","PIGT ","ENSG00000124155"
"NM_015938","NMD3 ","ENSG00000169251"
"NM_015941","ATP6V1H ","ENSG00000047249"
"NM_015942","MTERFD1 ","ENSG00000156469"
"NM_015945","SLC35C2 ","ENSG00000080189"
"NM_015946","PELO ","ENSG00000152684"
"NM_015949","GET4 ","ENSG00000239857"
"NM_015950","MRPL2 ","ENSG00000112651"
"NM_015952","RWDD1 ","ENSG00000111832"
"NM_015954","DERA ","ENSG00000023697"
"NM_015955","MEMO1 ","ENSG00000162959"
"NM_015956","MRPL4 ","ENSG00000105364"
"NM_015957","APIP ","ENSG00000149089"
"NM_015958","DPH5 ","ENSG00000117543"
"NM_015959","TMX2 ","ENSG00000213593"
"NM_015962","FCF1 ","ENSG00000119616"
"NM_015963","THAP4 ","ENSG00000176946"
"NM_015965","NDUFA13 ","ENSG00000186010"
"NM_015966","ERGIC3 ","ENSG00000125991"
"NM_015969","MRPS17 ","ENSG00000239789"
"NM_015971","MRPS7 ","ENSG00000125445"
"NM_015972","POLR1D ","ENSG00000186184"
"NM_015983","UBE2D4 ","ENSG00000078967"
"NM_015984","UCHL5 ","ENSG00000116750"
"NM_015987","HEBP1 ","ENSG00000013583"
"NM_015990","KLHL5 ","ENSG00000109790"
"NM_015994","ATP6V1D ","ENSG00000100554"
"NM_015997","RRNAD1 ","ENSG00000143303"
"NM_015999","ADIPOR1 ","ENSG00000159346"
"NM_016009","SH3GLB1 ","ENSG00000097033"
"NM_016014","FAM108B1 ","ENSG00000107362"
"NM_016016","SLC25A39 ","ENSG00000013306"
"NM_016018","PHF20L1 ","ENSG00000129292"
"NM_016019","LUC7L2 ","ENSG00000146963"
"NM_016020","TFB1M ","ENSG00000029639"
"NM_016021","UBE2J1 ","ENSG00000198833"
"NM_016022","APH1A ","ENSG00000117362"
"NM_016028","SUV420H1 ","ENSG00000110066"
"NM_016030","TRAPPC12 ","ENSG00000171853"
"NM_016030","TRAPPC12 ","ENSG00000274891"
"NM_016033","RMDN1 ","ENSG00000176623"
"NM_016034","MRPS2 ","ENSG00000122140"
"NM_016035","COQ4 ","ENSG00000167113"
"NM_016037","UTP11L ","ENSG00000183520"
"NM_016038","SBDS ","ENSG00000126524"
"NM_016039","C14orf166 ","ENSG00000087302"
"NM_016040","TMED5 ","ENSG00000117500"
"NM_016041","DERL2 ","ENSG00000072849"
"NM_016045","SLMO2 ","ENSG00000101166"
"NM_016046","EXOSC1 ","ENSG00000171311"
"NM_016047","SF3B14 ","ENSG00000115128"
"NM_016049","EMC9 ","ENSG00000100908"
"NM_016049","EMC9 ","ENSG00000285377"
"NM_016050","MRPL11 ","ENSG00000174547"
"NM_016055","MRPL48 ","ENSG00000175581"
"NM_016056","TMBIM4 ","ENSG00000155957"
"NM_016057","COPZ1 ","ENSG00000111481"
"NM_016058","TPRKB ","ENSG00000144034"
"NM_016058","TPRKB ","ENSG00000291480"
"NM_016060","MED31 ","ENSG00000108590"
"NM_016062","FAM96B ","ENSG00000166595"
"NM_016065","MRPS16 ","ENSG00000182180"
"NM_016067","MRPS18C ","ENSG00000163319"
"NM_016068","FIS1 ","ENSG00000214253"
"NM_016069","PAM16 ","ENSG00000217930"
"NM_016069","PAM16 ","ENSG00000282228"
"NM_016070","MRPS23 ","ENSG00000181610"
"NM_016071","MRPS33 ","ENSG00000090263"
"NM_016072","GOLT1B ","ENSG00000111711"
"NM_016074","BOLA1 ","ENSG00000178096"
"NM_016075","VPS36 ","ENSG00000136100"
"NM_016077","PTRH2 ","ENSG00000141378"
"NM_016078","TVP23B ","ENSG00000171928"
"NM_016082","CDK5RAP1 ","ENSG00000101391"
"NM_016085","ATRAID ","ENSG00000138085"
"NM_016086","STYXL1 ","ENSG00000127952"
"NM_016090","RBM7 ","ENSG00000076053"
"NM_016091","EIF3L ","ENSG00000100129"
"NM_016093","RPL26L1 ","ENSG00000037241"
"NM_016096","ZNF706 ","ENSG00000120963"
"NM_016097","IER3IP1 ","ENSG00000134049"
"NM_016099","GOLGA7 ","ENSG00000147533"
"NM_016100","NAA20 ","ENSG00000173418"
"NM_016101","NIP7 ","ENSG00000132603"
"NM_016106","SCFD1 ","ENSG00000092108"
"NM_016107","ZFR ","ENSG00000056097"
"NM_016111","TELO2 ","ENSG00000100726"
"NM_016118","NUB1 ","ENSG00000013374"
"NM_016127","TMEM66 ","ENSG00000133872"
"NM_016128","COPG1 ","ENSG00000181789"
"NM_016129","COPS4 ","ENSG00000138663"
"NM_016131","RAB10 ","ENSG00000084733"
"NM_016133","INSIG2 ","ENSG00000125629"
"NM_016139","CHCHD2 ","ENSG00000106153"
"NM_016141","DYNC1LI1 ","ENSG00000144635"
"NM_016142","HSD17B12 ","ENSG00000149084"
"NM_016143","NSFL1C ","ENSG00000088833"
"NM_016144","COMMD10 ","ENSG00000145781"
"NM_016145","WDR83OS ","ENSG00000105583"
"NM_016146","TRAPPC4 ","ENSG00000280495"
"NM_016146","TRAPPC4 ","ENSG00000196655"
"NM_016166","PIAS1 ","ENSG00000033800"
"NM_016167","NOL7 ","ENSG00000225921"
"NM_016173","HEMK1 ","ENSG00000114735"
"NM_016176","SDF4 ","ENSG00000078808"
"NM_016183","MRTO4 ","ENSG00000053372"
"NM_016196","RBM19 ","ENSG00000122965"
"NM_016199","LSM7 ","ENSG00000130332"
"NM_016200","NAA38 ","ENSG00000128534"
"NM_016202","ZNF580 ","ENSG00000213015"
"NM_016205","PDGFC ","ENSG00000145431"
"NM_016208","VPS28 ","ENSG00000160948"
"NM_016208","VPS28 ","ENSG00000285339"
"NM_016209","TRAPPC2L ","ENSG00000167515"
"NM_016213","TRIP4 ","ENSG00000103671"
"NM_016218","POLK ","ENSG00000122008"
"NM_016219","MAN1B1 ","ENSG00000177239"
"NM_016221","DCTN4 ","ENSG00000132912"
"NM_016222","DDX41 ","ENSG00000183258"
"NM_016224","SNX9 ","ENSG00000130340"
"NM_016226","VPS29 ","ENSG00000111237"
"NM_016237","ANAPC5 ","ENSG00000089053"
"NM_016238","ANAPC7 ","ENSG00000196510"
"NM_016255","FAM8A1 ","ENSG00000137414"
"NM_016258","YTHDF2 ","ENSG00000198492"
"NM_016263","FZR1 ","ENSG00000105325"
"NM_016275","SELT ","ENSG00000198843"
"NM_016282","AK3 ","ENSG00000147853"
"NM_016284","CNOT1 ","ENSG00000125107"
"NM_016287","HP1BP3 ","ENSG00000127483"
"NM_016289","CAB39 ","ENSG00000135932"
"NM_016297","PCYOX1 ","ENSG00000116005"
"NM_016299","HSPA14 ","ENSG00000187522"
"NM_016301","GPN3 ","ENSG00000111231"
"NM_016302","CRBN ","ENSG00000113851"
"NM_016305","SS18L2 ","ENSG00000008324"
"NM_016306","DNAJB11 ","ENSG00000090520"
"NM_016308","CMPK1 ","ENSG00000162368"
"NM_016310","POLR3K ","ENSG00000161980"
"NM_016311","ATPIF1 ","ENSG00000130770"
"NM_016311","ATPIF1 ","ENSG00000285390"
"NM_016312","WBP11 ","ENSG00000084463"
"NM_016319","COPS7A ","ENSG00000111652"
"NM_016322","RAB14 ","ENSG00000119396"
"NM_016324","ZNF274 ","ENSG00000171606"
"NM_016331","ZNF639 ","ENSG00000121864"
"NM_016353","ZDHHC2 ","ENSG00000104219"
"NM_016355","DDX47 ","ENSG00000213782"
"NM_016360","TACO1 ","ENSG00000136463"
"NM_016376","ANKFY1 ","ENSG00000185722"
"NM_016391","NOP16 ","ENSG00000048162"
"NM_016399","TRIAP1 ","ENSG00000170855"
"NM_016400","HYPK ","ENSG00000242028"
"NM_016401","C11orf73 ","ENSG00000149196"
"NM_016403","CWC15 ","ENSG00000150316"
"NM_016404","TRMT112 ","ENSG00000173113"
"NM_016406","UFC1 ","ENSG00000143222"
"NM_016407","RTFDC1 ","ENSG00000022277"
"NM_016410","CHMP5 ","ENSG00000086065"
"NM_016417","GLRX5 ","ENSG00000182512"
"NM_016422","RNF141 ","ENSG00000110315"
"NM_016433","GLTP ","ENSG00000139433"
"NM_016440","VRK3 ","ENSG00000105053"
"NM_016442","ERAP1 ","ENSG00000164307"
"NM_016451","COPB1 ","ENSG00000129083"
"NM_016453","NCKIPSD ","ENSG00000213672"
"NM_016454","EMC4 ","ENSG00000128463"
"NM_016456","TMEM9 ","ENSG00000116857"
"NM_016462","TMEM14C ","ENSG00000284936"
"NM_016462","TMEM14C ","ENSG00000111843"
"NM_016463","CXXC5 ","ENSG00000171604"
"NM_016466","ANKRD39 ","ENSG00000213337"
"NM_016467","ORMDL1 ","ENSG00000128699"
"NM_016468","COX16 ","ENSG00000133983"
"NM_016470","C20orf111 ","ENSG00000132823"
"NM_016474","CCDC174 ","ENSG00000154781"
"NM_016475","JKAMP ","ENSG00000050130"
"NM_016476","ANAPC11 ","ENSG00000141552"
"NM_016480","PAIP2 ","ENSG00000120727"
"NM_016484","PDZD11 ","ENSG00000120509"
"NM_016485","VTA1 ","ENSG00000009844"
"NM_016486","TMEM69 ","ENSG00000159596"
"NM_016488","PPHLN1 ","ENSG00000134283"
"NM_016489","NT5C3 ","ENSG00000122643"
"NM_016491","MRPL37 ","ENSG00000116221"
"NM_016492","RANGRF ","ENSG00000108961"
"NM_016494","RNF181 ","ENSG00000168894"
"NM_016495","TBC1D7 ","ENSG00000145979"
"NM_016496","2-Mar","ENSG00000099785"
"NM_016497","MRPL51 ","ENSG00000111639"
"NM_016500","PBDC1 ","ENSG00000102390"
"NM_016504","MRPL27 ","ENSG00000108826"
"NM_016506","KBTBD4 ","ENSG00000284900"
"NM_016506","KBTBD4 ","ENSG00000123444"
"NM_016520","C9orf78 ","ENSG00000136819"
"NM_016525","UBAP1 ","ENSG00000165006"
"NM_016531","KLF3 ","ENSG00000109787"
"NM_016532","INPP5K ","ENSG00000132376"
"NM_016558","SCAND1 ","ENSG00000171222"
"NM_016561","BFAR ","ENSG00000275618"
"NM_016561","BFAR ","ENSG00000103429"
"NM_016565","COA4 ","ENSG00000181924"
"NM_016567","BCCIP ","ENSG00000107949"
"NM_016570","ERGIC2 ","ENSG00000087502"
"NM_016576","GMPR2 ","ENSG00000100938"
"NM_016576","GMPR2 ","ENSG00000284752"
"NM_016579","CD320 ","ENSG00000167775"
"NM_016581","ECSIT ","ENSG00000130159"
"NM_016589","TIMMDC1 ","ENSG00000113845"
"NM_016598","ZDHHC3 ","ENSG00000163812"
"NM_016607","ARMCX3 ","ENSG00000102401"
"NM_016614","TDP2 ","ENSG00000111802"
"NM_016618","KRCC1 ","ENSG00000172086"
"NM_016620","ZNF644 ","ENSG00000122482"
"NM_016622","MRPL35 ","ENSG00000132313"
"NM_016625","RSRC1 ","ENSG00000174891"
"NM_016628","WAC ","ENSG00000095787"
"NM_016630","SPG21 ","ENSG00000090487"
"NM_016638","ARL6IP4 ","ENSG00000182196"
"NM_016640","MRPS30 ","ENSG00000112996"
"NM_016641","GDE1 ","ENSG00000006007"
"NM_016649","ESF1 ","ENSG00000089048"
"NM_016652","CRNKL1 ","ENSG00000101343"
"NM_016827","OGG1 ","ENSG00000114026"
"NM_017426","NUP54 ","ENSG00000138750"
"NM_017432","PTOV1 ","ENSG00000104960"
"NM_017437","CPSF2 ","ENSG00000165934"
"NM_017443","POLE3 ","ENSG00000148229"
"NM_017444","CHRAC1 ","ENSG00000104472"
"NM_017510","TMED9 ","ENSG00000184840"
"NM_017518","HAUS7 ",NA
"NM_017526","LEPROT ","ENSG00000213625"
"NM_017528","WBSCR22 ","ENSG00000071462"
"NM_017546","CNOT11 ","ENSG00000158435"
"NM_017547","FOXRED1 ","ENSG00000110074"
"NM_017548","CDV3 ","ENSG00000091527"
"NM_017580","ZRANB1 ","ENSG00000019995"
"NM_017582","UBE2Q1 ","ENSG00000160714"
"NM_017583","TRIM44 ","ENSG00000166326"
"NM_017590","ZC3H7B ","ENSG00000100403"
"NM_017592","MED29 ","ENSG00000063322"
"NM_017595","NKIRAS2 ","ENSG00000168256"
"NM_017599","VEZT ","ENSG00000028203"
"NM_017602","OTUD5 ","ENSG00000068308"
"NM_017602","OTUD5 ","ENSG00000292211"
"NM_017610","RNF111 ","ENSG00000157450"
"NM_017615","NSMCE4A ","ENSG00000107672"
"NM_017622","C17orf59 ","ENSG00000196544"
"NM_017623","CNNM3 ","ENSG00000168763"
"NM_017626","DNAJB12 ","ENSG00000148719"
"NM_017647","FTSJ3 ","ENSG00000108592"
"NM_017653","DYM ","ENSG00000141627"
"NM_017657","AFTPH ","ENSG00000119844"
"NM_017660","GATAD2A ","ENSG00000167491"
"NM_017661","ZNF280D ","ENSG00000137871"
"NM_017664","ANKRD10 ","ENSG00000088448"
"NM_017665","ZCCHC10 ","ENSG00000155329"
"NM_017670","OTUB1 ","ENSG00000167770"
"NM_017702","DEF8 ","ENSG00000140995"
"NM_017706","WDR55 ","ENSG00000120314"
"NM_017712","PGPEP1 ","ENSG00000130517"
"NM_017715","ZNF3 ","ENSG00000166526"
"NM_017721","CC2D1A ","ENSG00000132024"
"NM_017721","CC2D1A ","ENSG00000288293"
"NM_017722","TRMT1 ","ENSG00000104907"
"NM_017724","LRRFIP2 ","ENSG00000093167"
"NM_017727","TMEM214 ","ENSG00000119777"
"NM_017730","QRICH1 ","ENSG00000198218"
"NM_017733","PIGG ","ENSG00000174227"
"NM_017739","POMGNT1 ","ENSG00000085998"
"NM_017747","ANKHD1 ","ENSG00000131503"
"NM_017748","CWC25 ","ENSG00000276761"
"NM_017748","CWC25 ","ENSG00000273559"
"NM_017749","AMBRA1 ","ENSG00000110497"
"NM_017751","SMPD4 ","ENSG00000292130"
"NM_017751","SMPD4 ","ENSG00000136699"
"NM_017755","NSUN2 ","ENSG00000037474"
"NM_017758","ALKBH5 ","ENSG00000091542"
"NM_017761","PNRC2 ","ENSG00000189266"
"NM_017765","PQLC2 ","ENSG00000040487"
"NM_017768","LRRC40 ","ENSG00000066557"
"NM_017782","FAM208B ","ENSG00000108021"
"NM_017787","WBP1L ","ENSG00000166272"
"NM_017797","BTBD2 ","ENSG00000133243"
"NM_017798","YTHDF1 ","ENSG00000149658"
"NM_017802","HEATR2 ","ENSG00000164818"
"NM_017807","OSGEP ","ENSG00000092094"
"NM_017807","OSGEP ","ENSG00000291794"
"NM_017810","ZSCAN32 ","ENSG00000140987"
"NM_017811","UBE2R2 ","ENSG00000107341"
"NM_017812","CHCHD3 ","ENSG00000106554"
"NM_017813","IMPAD1 ","ENSG00000104331"
"NM_017814","TMEM161A ","ENSG00000064545"
"NM_017815","HAUS4 ","ENSG00000092036"
"NM_017819","TRMT10C ","ENSG00000174173"
"NM_017822","KANSL2 ","ENSG00000139620"
"NM_017824","5-Mar","ENSG00000198060"
"NM_017825","ADPRHL2 ","ENSG00000116863"
"NM_017829","CECR5 ","ENSG00000069998"
"NM_017830","OCIAD1 ","ENSG00000109180"
"NM_017832","FAM206A ","ENSG00000119328"
"NM_017836","SLC41A3 ","ENSG00000114544"
"NM_017838","NHP2 ","ENSG00000145912"
"NM_017840","MRPL16 ","ENSG00000166902"
"NM_017841","SDHAF2 ","ENSG00000167985"
"NM_017842","SLC48A1 ","ENSG00000211584"
"NM_017846","TRNAU1AP ","ENSG00000180098"
"NM_017849","TMEM127 ","ENSG00000135956"
"NM_017850","C1orf109 ","ENSG00000116922"
"NM_017853","TXNL4B ","ENSG00000140830"
"NM_017856","GEMIN8 ","ENSG00000046647"
"NM_017859","UCKL1 ","ENSG00000198276"
"NM_017861","PIGX ","ENSG00000163964"
